Competition_Name,Gender,Country,Season_End_Year,Round,Wk,Day,Date,Time,Home,HomeGoals,Home_xG,Away,AwayGoals,Away_xG,Attendance,Venue,Referee,Notes,MatchURL
FIFA World Cup,M,NA,1986,Quarter-finals,NA,Sun,6/22/1986,12:00,Argentina ar,2,NA,eng England,1,NA,114580,Estadio Azteca (Neutral Site),Ali Bennaceur,,https://fbref.com/en/matches/48b105d0/Argentina-England-June-22-1986-FIFA-World-Cup
FIFA World Cup,M,NA,1986,Quarter-finals,NA,Sun,6/22/1986,16:00,Spain es,1,NA,be Belgium,1,NA,45000,Cuauhtemoc (Neutral Site),Siegfried Kirschen,Belgium won on penalty kicks following extra time,https://fbref.com/en/matches/b1968796/Spain-Belgium-June-22-1986-FIFA-World-Cup
FIFA World Cup,M,NA,1986,Semi-finals,NA,Wed,6/25/1986,12:00,France fr,0,NA,de West Germany,2,NA,45000,Jalisco (Neutral Site),Luigi Agnolin,,https://fbref.com/en/matches/92425b74/France-West-Germany-June-25-1986-FIFA-World-Cup
FIFA World Cup,M,NA,1986,Semi-finals,NA,Wed,6/25/1986,16:00,Argentina ar,2,NA,be Belgium,0,NA,114500,Estadio Azteca (Neutral Site),Antonio Marquez Ramirez,,https://fbref.com/en/matches/06e8be6b/Argentina-Belgium-June-25-1986-FIFA-World-Cup
FIFA World Cup,M,NA,1986,Third-place match,NA,Sat,6/28/1986,12:00,France fr,4,NA,be Belgium,2,NA,21000,Cuauhtemoc (Neutral Site),George Courtney,Required Extra Time,https://fbref.com/en/matches/2c58d25b/France-Belgium-June-28-1986-FIFA-World-Cup
FIFA World Cup,M,NA,1986,Final,NA,Sun,6/29/1986,12:00,Argentina ar,3,NA,de West Germany,2,NA,114600,Estadio Azteca (Neutral Site),Romualdo Arppi Filho,,https://fbref.com/en/matches/872fda8e/Argentina-West-Germany-June-29-1986-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Fri,6/8/1990,18:00,Argentina ar,0,NA,cm Cameroon,1,NA,73780,Giuseppe Meazza (Neutral Site),Michel Vautrot,,https://fbref.com/en/matches/96b5d675/Argentina-Cameroon-June-8-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Sat,6/9/1990,17:00,United Arab Emirates ae,0,NA,co Colombia,2,NA,30791,Renato Dall Ara (Neutral Site),George Courtney,,https://fbref.com/en/matches/049897ea/United-Arab-Emirates-Colombia-June-9-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Sat,6/9/1990,17:00,Soviet Union su,0,NA,ro Romania,2,NA,42907,Stadio San Nicola (Neutral Site),Juan Cardellino De San Vicente,,https://fbref.com/en/matches/a26ebdd1/Soviet-Union-Romania-June-9-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Sat,6/9/1990,21:00,Italy it,1,NA,at Austria,0,NA,73303,Stadio Olimpico (Neutral Site),Jose Ramiz Wright,,https://fbref.com/en/matches/533a961b/Italy-Austria-June-9-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Sun,6/10/1990,17:00,United States us,1,NA,cs Czechoslovakia,5,NA,33266,Comunale (Neutral Site),Kurt Roethlisberger,,https://fbref.com/en/matches/42d4112c/United-States-Czechoslovakia-June-10-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Sun,6/10/1990,21:00,Brazil br,2,NA,se Sweden,1,NA,62628,Stadio delle Alpi (Neutral Site),Tullio Lanese,,https://fbref.com/en/matches/96c6f5fd/Brazil-Sweden-June-10-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Sun,6/10/1990,21:00,West Germany de,4,NA,yu Yugoslavia,1,NA,74765,Giuseppe Meazza (Neutral Site),Peter Mikkelsen,,https://fbref.com/en/matches/8fe4cced/West-Germany-Yugoslavia-June-10-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Mon,6/11/1990,17:00,Costa Rica cr,1,NA,sct Scotland,0,NA,30867,Luigi Ferraris (Neutral Site),Juan Loustau,,https://fbref.com/en/matches/aea04868/Costa-Rica-Scotland-June-11-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Mon,6/11/1990,21:00,England eng,1,NA,ie Republic of Ireland,1,NA,35238,Sant Elia (Neutral Site),Aron Schmidhuber,,https://fbref.com/en/matches/ac1aac1b/England-Republic-of-Ireland-June-11-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Tue,6/12/1990,17:00,Belgium be,2,NA,kr Korea Republic,0,NA,32790,Marc Antonio Bentegodi (Neutral Site),Vincent Mauro,,https://fbref.com/en/matches/cae48a5c/Belgium-Korea-Republic-June-12-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Tue,6/12/1990,21:00,Netherlands nl,1,NA,eg Egypt,1,NA,33288,Della Favorita (Neutral Site),Emilio Soriano Aladren,,https://fbref.com/en/matches/cfb5a92e/Netherlands-Egypt-June-12-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Wed,6/13/1990,17:00,Uruguay uy,0,NA,es Spain,0,NA,35713,Dacia Arena (Neutral Site),Helmut Kohl,,https://fbref.com/en/matches/a6c305c6/Uruguay-Spain-June-13-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Wed,6/13/1990,21:00,Argentina ar,2,NA,su Soviet Union,0,NA,55759,San Paolo (Neutral Site),Erik Fredriksson,,https://fbref.com/en/matches/dc1d3723/Argentina-Soviet-Union-June-13-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Thu,6/14/1990,17:00,Cameroon cm,2,NA,ro Romania,1,NA,38687,Stadio San Nicola (Neutral Site),Hernan Silva Arce,,https://fbref.com/en/matches/681ba1d8/Cameroon-Romania-June-14-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Thu,6/14/1990,17:00,Yugoslavia yu,1,NA,co Colombia,0,NA,32257,Renato Dall Ara (Neutral Site),Luigi Agnolin,,https://fbref.com/en/matches/8d48d229/Yugoslavia-Colombia-June-14-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Thu,6/14/1990,21:00,Italy it,1,NA,us United States,0,NA,73423,Stadio Olimpico (Neutral Site),Edgardo Codesal Mendez,,https://fbref.com/en/matches/3be9e34b/Italy-United-States-June-14-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Fri,6/15/1990,17:00,Austria at,0,NA,cs Czechoslovakia,1,NA,38962,Comunale (Neutral Site),George Smith,,https://fbref.com/en/matches/d111a231/Austria-Czechoslovakia-June-15-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Fri,6/15/1990,21:00,West Germany de,5,NA,ae United Arab Emirates,1,NA,71169,Giuseppe Meazza (Neutral Site),Alexey Spirin,,https://fbref.com/en/matches/8fb2129f/West-Germany-United-Arab-Emirates-June-15-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Sat,6/16/1990,17:00,Brazil br,1,NA,cr Costa Rica,0,NA,58007,Stadio delle Alpi (Neutral Site),Neji Jouini,,https://fbref.com/en/matches/afe0f804/Brazil-Costa-Rica-June-16-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Sat,6/16/1990,21:00,England eng,0,NA,nl Netherlands,0,NA,35267,Sant Elia (Neutral Site),Zoran Petrovic,,https://fbref.com/en/matches/804d8458/England-Netherlands-June-16-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Sat,6/16/1990,21:00,Sweden se,1,NA,sct Scotland,2,NA,31823,Luigi Ferraris (Neutral Site),Carlos Maciel,,https://fbref.com/en/matches/035365f1/Sweden-Scotland-June-16-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Sun,6/17/1990,17:00,Republic of Ireland ie,0,NA,eg Egypt,0,NA,33288,Della Favorita (Neutral Site),Marcel Van Langenhove,,https://fbref.com/en/matches/68dbe5f8/Republic-of-Ireland-Egypt-June-17-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Sun,6/17/1990,21:00,Korea Republic kr,1,NA,es Spain,3,NA,32733,Dacia Arena (Neutral Site),Elias V. Jacome Guerrero,,https://fbref.com/en/matches/284666b0/Korea-Republic-Spain-June-17-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Sun,6/17/1990,21:00,Belgium be,3,NA,uy Uruguay,1,NA,33759,Marc Antonio Bentegodi (Neutral Site),Siegfried Kirschen,,https://fbref.com/en/matches/4bfa48cf/Belgium-Uruguay-June-17-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Mon,6/18/1990,21:00,Argentina ar,1,NA,ro Romania,1,NA,52733,San Paolo (Neutral Site),Carlos Alberto Silva Valente,,https://fbref.com/en/matches/a874d830/Argentina-Romania-June-18-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Mon,6/18/1990,21:00,Cameroon cm,0,NA,su Soviet Union,4,NA,37307,Stadio San Nicola (Neutral Site),Jose Ramiz Wright,,https://fbref.com/en/matches/c37d6817/Cameroon-Soviet-Union-June-18-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Tue,6/19/1990,17:00,West Germany de,1,NA,co Colombia,1,NA,72510,Giuseppe Meazza (Neutral Site),Alan Snoddy,,https://fbref.com/en/matches/d7d7402d/West-Germany-Colombia-June-19-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Tue,6/19/1990,17:00,Yugoslavia yu,4,NA,ae United Arab Emirates,1,NA,27833,Renato Dall Ara (Neutral Site),Shizuo Takada,,https://fbref.com/en/matches/617affef/Yugoslavia-United-Arab-Emirates-June-19-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Tue,6/19/1990,21:00,Austria at,2,NA,us United States,1,NA,34857,Comunale (Neutral Site),Jamal Al Sharif,,https://fbref.com/en/matches/a9005e47/Austria-United-States-June-19-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Tue,6/19/1990,21:00,Italy it,2,NA,cs Czechoslovakia,0,NA,73303,Stadio Olimpico (Neutral Site),Joel Quiniou,,https://fbref.com/en/matches/43248d81/Italy-Czechoslovakia-June-19-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Wed,6/20/1990,21:00,Brazil br,1,NA,sct Scotland,0,NA,62502,Stadio delle Alpi (Neutral Site),Helmut Kohl,,https://fbref.com/en/matches/88c7181e/Brazil-Scotland-June-20-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Wed,6/20/1990,21:00,Sweden se,1,NA,cr Costa Rica,2,NA,30223,Luigi Ferraris (Neutral Site),Zoran Petrovic,,https://fbref.com/en/matches/df42c177/Sweden-Costa-Rica-June-20-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Thu,6/21/1990,17:00,Belgium be,1,NA,es Spain,2,NA,35950,Marc Antonio Bentegodi (Neutral Site),Juan Loustau,,https://fbref.com/en/matches/6ed7c0ee/Belgium-Spain-June-21-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Thu,6/21/1990,17:00,Korea Republic kr,0,NA,uy Uruguay,1,NA,29039,Friuli (Neutral Site),Tullio Lanese,,https://fbref.com/en/matches/d3ca69a3/Korea-Republic-Uruguay-June-21-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Thu,6/21/1990,21:00,England eng,1,NA,eg Egypt,0,NA,34959,Sant Elia (Neutral Site),Kurt Roethlisberger,,https://fbref.com/en/matches/c17ed2d2/England-Egypt-June-21-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Group stage,NA,Thu,6/21/1990,21:00,Republic of Ireland ie,1,NA,nl Netherlands,1,NA,33288,Della Favorita (Neutral Site),Michel Vautrot,,https://fbref.com/en/matches/8e86dbc6/Republic-of-Ireland-Netherlands-June-21-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Round of 16,NA,Sat,6/23/1990,17:00,Cameroon cm,2,NA,co Colombia,1,NA,50026,San Paolo (Neutral Site),Tullio Lanese,Required Extra Time,https://fbref.com/en/matches/8052f59c/Cameroon-Colombia-June-23-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Round of 16,NA,Sat,6/23/1990,21:00,Czechoslovakia cs,4,NA,cr Costa Rica,1,NA,47673,Stadio San Nicola (Neutral Site),Siegfried Kirschen,,https://fbref.com/en/matches/de448c42/Czechoslovakia-Costa-Rica-June-23-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Round of 16,NA,Sun,6/24/1990,17:00,Brazil br,0,NA,ar Argentina,1,NA,61381,Stadio delle Alpi (Neutral Site),Joel Quiniou,,https://fbref.com/en/matches/334b4653/Brazil-Argentina-June-24-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Round of 16,NA,Sun,6/24/1990,21:00,West Germany de,2,NA,nl Netherlands,1,NA,74559,Giuseppe Meazza (Neutral Site),Juan Loustau,,https://fbref.com/en/matches/1d6ab629/West-Germany-Netherlands-June-24-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Round of 16,NA,Mon,6/25/1990,17:00,Republic of Ireland ie,0,NA,ro Romania,0,NA,31818,Luigi Ferraris (Neutral Site),Jose Ramiz Wright,Republic of Ireland won on penalty kicks following extra time,https://fbref.com/en/matches/3fbd5225/Republic-of-Ireland-Romania-June-25-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Round of 16,NA,Mon,6/25/1990,21:00,Italy it,2,NA,uy Uruguay,0,NA,73303,Stadio Olimpico (Neutral Site),George Courtney,,https://fbref.com/en/matches/550f0528/Italy-Uruguay-June-25-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Round of 16,NA,Tue,6/26/1990,17:00,Spain es,1,NA,yu Yugoslavia,2,NA,35500,Marc Antonio Bentegodi (Neutral Site),Aron Schmidhuber,Required Extra Time,https://fbref.com/en/matches/4173ee4d/Spain-Yugoslavia-June-26-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Round of 16,NA,Tue,6/26/1990,21:00,England eng,1,NA,be Belgium,0,NA,34520,Renato Dall Ara (Neutral Site),Peter Mikkelsen,Required Extra Time,https://fbref.com/en/matches/e8d165bf/England-Belgium-June-26-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Quarter-finals,NA,Sat,6/30/1990,17:00,Yugoslavia yu,0,NA,ar Argentina,0,NA,38971,Comunale (Neutral Site),Kurt Roethlisberger,Argentina won on penalty kicks following extra time,https://fbref.com/en/matches/2b36cbe8/Yugoslavia-Argentina-June-30-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Quarter-finals,NA,Sat,6/30/1990,21:00,Italy it,1,NA,ie Republic of Ireland,0,NA,73303,Stadio Olimpico (Neutral Site),Carlos Alberto Silva Valente,,https://fbref.com/en/matches/71b7e360/Italy-Republic-of-Ireland-June-30-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Quarter-finals,NA,Sun,7/1/1990,17:00,West Germany de,1,NA,cs Czechoslovakia,0,NA,73347,Giuseppe Meazza (Neutral Site),Helmut Kohl,,https://fbref.com/en/matches/5d0cbf6c/West-Germany-Czechoslovakia-July-1-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Quarter-finals,NA,Sun,7/1/1990,21:00,England eng,3,NA,cm Cameroon,2,NA,55205,San Paolo (Neutral Site),Edgardo Codesal Mendez,Required Extra Time,https://fbref.com/en/matches/6c3fdd41/England-Cameroon-July-1-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Semi-finals,NA,Tue,7/3/1990,20:00,Italy it,1,NA,ar Argentina,1,NA,59978,San Paolo (Neutral Site),Michel Vautrot,Argentina won on penalty kicks following extra time,https://fbref.com/en/matches/f16ad6a8/Italy-Argentina-July-3-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Semi-finals,NA,Wed,7/4/1990,20:00,West Germany de,1,NA,eng England,1,NA,62628,Stadio delle Alpi (Neutral Site),Jose Ramiz Wright,West Germany won on penalty kicks following extra time,https://fbref.com/en/matches/15461286/West-Germany-England-July-4-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Third-place match,NA,Sat,7/7/1990,20:00,Italy it,2,NA,eng England,1,NA,51426,Stadio San Nicola (Neutral Site),Joel Quiniou,,https://fbref.com/en/matches/6a2ffc6a/Italy-England-July-7-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1990,Final,NA,Sun,7/8/1990,20:00,West Germany de,1,NA,ar Argentina,0,NA,73603,Stadio Olimpico (Neutral Site),Edgardo Codesal Mendez,,https://fbref.com/en/matches/1956aa8d/West-Germany-Argentina-July-8-1990-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Fri,6/17/1994,15:00,Germany de,1,NA,bo Bolivia,0,NA,63117,Soldier Field (Neutral Site),Arturo Brizio Carter,,https://fbref.com/en/matches/ae188d00/Germany-Bolivia-June-17-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Fri,6/17/1994,19:30,Spain es,2,NA,kr Korea Republic,2,NA,56247,Cotton Bowl (Neutral Site),Peter Mikkelsen,,https://fbref.com/en/matches/5510a956/Spain-Korea-Republic-June-17-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Sat,6/18/1994,11:30,United States us,1,NA,ch Switzerland,1,NA,73425,Pontiac Silverdome (Neutral Site),Francisco Oscar Lamolina,,https://fbref.com/en/matches/b0e38185/United-States-Switzerland-June-18-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Sat,6/18/1994,16:00,Italy it,0,NA,ie Republic of Ireland,1,NA,75338,Giants Stadium (Neutral Site),Mario Van Der Ende,,https://fbref.com/en/matches/bfc68963/Italy-Republic-of-Ireland-June-18-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Sat,6/18/1994,19:30,Colombia co,1,NA,ro Romania,3,NA,91856,Rose Bowl (Neutral Site),Jamal Al Sharif,,https://fbref.com/en/matches/a8e9864d/Colombia-Romania-June-18-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Sun,6/19/1994,12:30,Belgium be,1,NA,ma Morocco,0,NA,61219,Citrus Bowl (Neutral Site),Jose Joaquin Torres Cadena,,https://fbref.com/en/matches/723bdb93/Belgium-Morocco-June-19-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Sun,6/19/1994,16:00,Norway no,1,NA,mx Mexico,0,NA,52395,RFK Stadium (Neutral Site),Sandor Puhl,,https://fbref.com/en/matches/f1522252/Norway-Mexico-June-19-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Sun,6/19/1994,19:30,Cameroon cm,2,NA,se Sweden,2,NA,93194,Rose Bowl (Neutral Site),Alberto Tejada Noriega,,https://fbref.com/en/matches/69751e56/Cameroon-Sweden-June-19-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Mon,6/20/1994,16:00,Brazil br,2,NA,ru Russia,0,NA,81061,Stanford Stadium (Neutral Site),An Yan Lim Kee Chong,,https://fbref.com/en/matches/d956d349/Brazil-Russia-June-20-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Mon,6/20/1994,19:30,Netherlands nl,2,NA,sa Saudi Arabia,1,NA,50535,RFK Stadium (Neutral Site),Manuel Diaz Vega,,https://fbref.com/en/matches/8bf89344/Netherlands-Saudi-Arabia-June-20-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Tue,6/21/1994,12:30,Argentina ar,4,NA,gr Greece,0,NA,54456,Foxboro Stadium (Neutral Site),Arturo Angeles,,https://fbref.com/en/matches/7ffc6561/Argentina-Greece-June-21-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Tue,6/21/1994,16:00,Germany de,1,NA,es Spain,1,NA,63113,Soldier Field (Neutral Site),Ernesto Filippi,,https://fbref.com/en/matches/a87938ab/Germany-Spain-June-21-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Tue,6/21/1994,19:30,Nigeria ng,3,NA,bg Bulgaria,0,NA,44132,Cotton Bowl (Neutral Site),Rodrigo Badilla,,https://fbref.com/en/matches/bf484a4c/Nigeria-Bulgaria-June-21-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Wed,6/22/1994,16:00,Romania ro,1,NA,ch Switzerland,4,NA,61428,Pontiac Silverdome (Neutral Site),Neji Jouini,,https://fbref.com/en/matches/ce9b439b/Romania-Switzerland-June-22-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Wed,6/22/1994,19:30,United States us,2,NA,co Colombia,1,NA,93869,Rose Bowl (Neutral Site),Fabio Baldas,,https://fbref.com/en/matches/86298509/United-States-Colombia-June-22-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Thu,6/23/1994,16:00,Italy it,1,NA,no Norway,0,NA,74624,Giants Stadium (Neutral Site),Hellmut Krug,,https://fbref.com/en/matches/4fd64fb9/Italy-Norway-June-23-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Thu,6/23/1994,19:30,Korea Republic kr,0,NA,bo Bolivia,0,NA,54453,Foxboro Stadium (Neutral Site),Leslie Mottram,,https://fbref.com/en/matches/a37dc6de/Korea-Republic-Bolivia-June-23-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Fri,6/24/1994,12:30,Mexico mx,2,NA,ie Republic of Ireland,1,NA,60790,Citrus Bowl (Neutral Site),Kurt Roethlisberger,,https://fbref.com/en/matches/c8af1fe9/Mexico-Republic-of-Ireland-June-24-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Fri,6/24/1994,16:00,Brazil br,3,NA,cm Cameroon,0,NA,83401,Stanford Stadium (Neutral Site),Arturo Brizio Carter,,https://fbref.com/en/matches/45f50dc4/Brazil-Cameroon-June-24-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Fri,6/24/1994,19:30,Sweden se,3,NA,ru Russia,1,NA,71528,Pontiac Silverdome (Neutral Site),Joel Quiniou,,https://fbref.com/en/matches/f9481ee1/Sweden-Russia-June-24-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Sat,6/25/1994,12:30,Belgium be,1,NA,nl Netherlands,0,NA,62387,Citrus Bowl (Neutral Site),Renato Marsiglia,,https://fbref.com/en/matches/9ef83c93/Belgium-Netherlands-June-25-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Sat,6/25/1994,12:30,Saudi Arabia sa,2,NA,ma Morocco,1,NA,76322,Giants Stadium (Neutral Site),Philip Don,,https://fbref.com/en/matches/35a9ffd5/Saudi-Arabia-Morocco-June-25-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Sat,6/25/1994,16:00,Argentina ar,2,NA,ng Nigeria,1,NA,54453,Foxboro Stadium (Neutral Site),Bo Karlsson,,https://fbref.com/en/matches/707d6e22/Argentina-Nigeria-June-25-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Sun,6/26/1994,12:30,Bulgaria bg,4,NA,gr Greece,0,NA,63160,Soldier Field (Neutral Site),Ali Bujsaim,,https://fbref.com/en/matches/4ec05c36/Bulgaria-Greece-June-26-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Sun,6/26/1994,16:00,United States us,0,NA,ro Romania,1,NA,93869,Rose Bowl (Neutral Site),Mario Van Der Ende,,https://fbref.com/en/matches/7673a8e1/United-States-Romania-June-26-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Sun,6/26/1994,16:00,Switzerland ch,0,NA,co Colombia,2,NA,83401,Stanford Stadium (Neutral Site),Peter Mikkelsen,,https://fbref.com/en/matches/42448a9a/Switzerland-Colombia-June-26-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Mon,6/27/1994,16:00,Germany de,3,NA,kr Korea Republic,2,NA,63998,Cotton Bowl (Neutral Site),Joel Quiniou,,https://fbref.com/en/matches/5a56750c/Germany-Korea-Republic-June-27-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Mon,6/27/1994,16:00,Bolivia bo,1,NA,es Spain,3,NA,63089,Soldier Field (Neutral Site),Rodrigo Badilla,,https://fbref.com/en/matches/1ef1f7dc/Bolivia-Spain-June-27-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Tue,6/28/1994,12:30,Republic of Ireland ie,0,NA,no Norway,0,NA,72404,Giants Stadium (Neutral Site),Jose Joaquin Torres Cadena,,https://fbref.com/en/matches/7919f22a/Republic-of-Ireland-Norway-June-28-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Tue,6/28/1994,12:30,Italy it,1,NA,mx Mexico,1,NA,52535,RFK Stadium (Neutral Site),Francisco Oscar Lamolina,,https://fbref.com/en/matches/110cba8c/Italy-Mexico-June-28-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Tue,6/28/1994,16:00,Brazil br,1,NA,se Sweden,1,NA,77217,Pontiac Silverdome (Neutral Site),Sandor Puhl,,https://fbref.com/en/matches/1733ecb7/Brazil-Sweden-June-28-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Tue,6/28/1994,16:00,Russia ru,6,NA,cm Cameroon,1,NA,74914,Stanford Stadium (Neutral Site),Jamal Al Sharif,,https://fbref.com/en/matches/ee0061d0/Russia-Cameroon-June-28-1994-FIFA-World-Cup
FIFA World Cup,M,NA,1994,Group stage,NA,Wed,6/29/1994,12:30,Belgium be,0,NA,sa Saudi Arabia,1,NA,52959,RFK Stadium (Neutral Site),Hellmut Krug,,https://fbref.com/en/matches/e577aadb/Belgium-Saudi-Arabia-June-29-1994-FIFA-World-Cup
